index,ContractAge,Position,Nationality,Height,Overall Pick,GAMES_PLAYED_t,G_t,A_t,P_t,PLUS_MINUS_t,PIM_t,GP_PLAYOFF_t,G_PLAYOFF_t,A_PLAYOFF_t,P_PLAYOFF_t,PLUS_MINUS_PLAYOFF_t,PIM_PLAYOFF_t,TOI_t,ixG_t,xG±/60_t,RelxG±/60_t,C±/60_t,RelC±/60_t,TOI_PLAYOFF_t,ixG_PLAYOFF_t,xG±/60_PLAYOFF_t,RelxG±/60_PLAYOFF_t,C±/60_PLAYOFF_t,RelC±/60_PLAYOFF_t,G_PG_t,P_PG_t,PIM_PG_t,G_PG_PLAYOFF_t,P_PG_PLAYOFF_t,GAMES_PLAYED_t1,G_t1,A_t1,P_t1,PLUS_MINUS_t1,PIM_t1,GP_PLAYOFF_t1,G_PLAYOFF_t1,A_PLAYOFF_t1,P_PLAYOFF_t1,PLUS_MINUS_PLAYOFF_t1,PIM_PLAYOFF_t1,TOI_t1,ixG_t1,xG±/60_t1,RelxG±/60_t1,C±/60_t1,RelC±/60_t1,TOI_PLAYOFF_t1,ixG_PLAYOFF_t1,xG±/60_PLAYOFF_t1,RelxG±/60_PLAYOFF_t1,C±/60_PLAYOFF_t1,RelC±/60_PLAYOFF_t1,G_PG_t1,P_PG_t1,PIM_PG_t1,G_PG_PLAYOFF_t1,P_PG_PLAYOFF_t1,GAMES_PLAYED_t2,G_t2,A_t2,P_t2,PLUS_MINUS_t2,PIM_t2,GP_PLAYOFF_t2,G_PLAYOFF_t2,A_PLAYOFF_t2,P_PLAYOFF_t2,PLUS_MINUS_PLAYOFF_t2,PIM_PLAYOFF_t2,TOI_t2,ixG_t2,xG±/60_t2,RelxG±/60_t2,C±/60_t2,RelC±/60_t2,TOI_PLAYOFF_t2,ixG_PLAYOFF_t2,xG±/60_PLAYOFF_t2,RelxG±/60_PLAYOFF_t2,C±/60_PLAYOFF_t2,RelC±/60_PLAYOFF_t2,G_PG_t2,P_PG_t2,PIM_PG_t2,G_PG_PLAYOFF_t2,P_PG_PLAYOFF_t2,GAMES_PLAYED_avg,G_avg,A_avg,P_avg,PLUS_MINUS_avg,PIM_avg,GP_PLAYOFF_avg,G_PLAYOFF_avg,A_PLAYOFF_avg,P_PLAYOFF_avg,PLUS_MINUS_PLAYOFF_avg,PIM_PLAYOFF_avg,TOI_avg,ixG_avg,xG±/60_avg,RelxG±/60_avg,C±/60_avg,RelC±/60_avg,TOI_PLAYOFF_avg,ixG_PLAYOFF_avg,xG±/60_PLAYOFF_avg,RelxG±/60_PLAYOFF_avg,C±/60_PLAYOFF_avg,RelC±/60_PLAYOFF_avg,G_PG_avg,P_PG_avg,PIM_PG_avg,G_PG_PLAYOFF_avg,P_PG_PLAYOFF_avg,Current Salary
Laurent Dauphin,28.0,C,CAN,72.0,39.0,21.0,1.0,0.0,1.0,-4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.116666666666667,2.44,-1.25,-0.25,-13.87,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.47619047619047616,0.0,0.0,38.0,4.0,8.0,12.0,-10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.783333333333333,4.94,-1.01,-0.47,-10.55,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.3157894736842105,0.6578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,2.5,4.0,6.5,-7.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,11.95,3.6900000000000004,-1.13,-0.36,-12.21,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.07644110275689223,0.18170426065162906,0.5670426065162908,0.0,0.0,"$750,000"
Brandon Baddock,28.0,L,CAN,75.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.416666666666666,0.0,-0.81,-0.23,-39.08,-27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.416666666666666,0.0,-0.81,-0.23,-39.08,-27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$750,000"
William Lagesson,27.0,D,SWE,74.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,4.0,4.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.72,0.4,0.28,12.5,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.43333333333333335,0.0,0.0,19.0,0.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.48,-0.64,-0.51,-14.28,-9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.47368421052631576,0.0,0.0,24.5,0.0,3.0,3.0,0.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,-0.12,-0.11499999999999999,-0.8899999999999997,-1.3449999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11929824561403508,0.45350877192982453,0.0,0.0,"$750,000"
Corey Schueneman,28.0,D,USA,71.0,121.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.783333333333335,0.14,-1.42,-0.7,-12.59,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,24.0,2.0,4.0,6.0,-5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.616666666666667,1.07,-1.07,-0.49,-13.63,-2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,2.5,3.5,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000000000003,0.605,-1.245,-0.595,-13.11,-0.22000000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.19642857142857142,0.16666666666666666,0.0,0.0,"$750,000"
Alex Chiasson,33.0,R,CAN,76.0,38.0,20.0,6.0,3.0,9.0,-8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.516666666666667,1.9,0.15,0.53,-4.11,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.45,0.3,0.0,0.0,67.0,13.0,9.0,22.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.516666666666667,7.0,-0.25,-0.12,-1.53,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.19402985074626866,0.3283582089552239,0.3582089552238806,0.0,0.0,45.0,9.0,7.0,16.0,-10.0,33.0,3.0,1.0,0.0,1.0,-2.0,0.0,10.083333333333334,2.62,-0.73,-0.57,-10.06,-5.97,9.666666666666666,0.09,0.21,0.05,-0.28,-5.74,0.2,0.35555555555555557,0.7333333333333333,0.3333333333333333,0.3333333333333333,44.0,9.333333333333334,6.333333333333333,15.666666666666666,-4.333333333333333,21.0,1.0,0.3333333333333333,0.0,0.3333333333333333,-0.6666666666666666,0.0,10.03888888888889,3.84,-0.27666666666666667,-0.05333333333333331,-5.233333333333333,0.6866666666666671,3.222222222222222,0.03,0.06999999999999999,0.016666666666666666,-0.09333333333333334,-1.9133333333333333,0.23134328358208955,0.3779712548369265,0.4638474295190713,0.1111111111111111,0.1111111111111111,"$750,000"
Ryan Dzingel,31.0,C,USA,72.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,3.0,7.0,-3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,12.883333333333333,2.72,-0.56,0.28,-15.45,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.2692307692307692,1.3461538461538463,0.0,0.0,11.0,2.0,2.0,4.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.5,0.07,-0.24,11.63,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.0,0.0,18.5,3.0,2.5,5.5,-2.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,12.391666666666666,1.61,-0.24500000000000002,0.020000000000000018,-1.9099999999999993,1.345,0.0,0.0,0.0,0.0,0.0,0.0,0.16783216783216784,0.31643356643356646,0.7639860139860141,0.0,0.0,"$750,000"
Buddy Robinson,32.0,R,USA,78.0,121.0,9.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15,0.42,-0.19,0.76,-10.09,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.0,0.0,32.0,1.0,5.0,6.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,3.04,0.02,0.32,-5.8,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.1875,0.59375,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5,0.11,-0.03,14.39,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.6666666666666666,2.3333333333333335,3.0,1.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,9.583333333333334,1.32,-0.020000000000000004,0.35000000000000003,-0.5,6.7700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0474537037037037,0.17361111111111108,0.3460648148148148,0.0,0.0,"$750,000"
Andreas Englund,27.0,D,SWE,75.0,40.0,36.0,0.0,3.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65,0.76,0.47,0.28,4.5,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,3.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65,0.76,0.47,0.28,4.5,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.7222222222222222,0.0,0.0,"$750,000"
Chris Tierney,29.0,C,CAN,73.0,55.0,13.0,2.0,1.0,3.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.39,-1.48,-1.74,-11.0,-20.18,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.0,70.0,6.0,12.0,18.0,-12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,6.73,-0.22,0.18,-6.18,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.2571428571428571,0.2,0.0,0.0,55.0,6.0,13.0,19.0,-12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.566666666666666,5.08,-0.68,-0.43,-5.63,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.10909090909090909,0.34545454545454546,0.14545454545454545,0.0,0.0,46.0,4.666666666666667,8.666666666666666,13.333333333333334,-8.333333333333334,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.411111111111111,4.066666666666666,-0.7933333333333333,-0.6633333333333333,-7.603333333333333,-6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.11621711621711622,0.2777888777888778,0.16643356643356644,0.0,0.0,"$750,000"
Connor Brown,29.0,R,CAN,72.0,156.0,4.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.216666666666667,0.28,-1.13,-1.12,0.37,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,10.0,29.0,39.0,-15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.216666666666667,9.44,-0.14,0.17,-0.25,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.609375,0.15625,0.0,0.0,56.0,21.0,14.0,35.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.416666666666666,8.16,-0.33,-0.1,-1.04,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.625,0.21428571428571427,0.0,0.0,41.333333333333336,10.333333333333334,14.333333333333334,24.666666666666668,-5.666666666666667,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,14.283333333333333,5.96,-0.5333333333333333,-0.35000000000000003,-0.3066666666666667,2.9433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.17708333333333334,0.4114583333333333,0.12351190476190477,0.0,0.0,"$3,600,000"
Scott Sabourin,31.0,R,CAN,76.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,-2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.66,-1.57,-1.24,-29.55,-21.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.466666666666667,0.0,-0.67,-1.11,21.03,19.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,1.0,-1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.033333333333333,0.33,-1.12,-1.175,-4.26,-1.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,3.2857142857142856,0.0,0.0,"$750,000"
Jayce Hawryluk,27.0,R,CAN,71.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,3.0,5.0,-7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.566666666666666,2.06,-0.54,0.1,-10.81,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.3,0.0,0.0,30.0,2.0,3.0,5.0,-7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.566666666666666,2.06,-0.54,0.1,-10.81,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.3,0.0,0.0,"$750,000"
Austin Watson,31.0,L,USA,76.0,18.0,75.0,9.0,2.0,11.0,-7.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.19,-0.56,-0.46,-9.19,-7.53,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.14666666666666667,1.64,0.0,0.0,67.0,10.0,6.0,16.0,-3.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,11.366666666666667,6.68,-0.54,-0.11,-12.81,-4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.14925373134328357,0.23880597014925373,1.3582089552238805,0.0,0.0,34.0,3.0,7.0,10.0,-7.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.616666666666667,2.67,-0.24,0.09,-16.16,-8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.29411764705882354,1.1764705882352942,0.0,0.0,58.666666666666664,7.333333333333333,5.0,12.333333333333334,-5.666666666666667,84.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,10.327777777777778,4.846666666666667,-0.4466666666666667,-0.16000000000000003,-12.719999999999999,-6.876666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.11916300848697688,0.2265300946249146,1.3915598478197249,0.0,0.0,"$1,500,000"
Jake Gardiner,33.0,D,USA,74.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,8.0,8.0,-1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,14.866666666666667,0.71,0.38,0.06,10.27,0.19,8.45,0.0,1.29,1.2,-3.38,-11.37,0.0,0.3076923076923077,0.4230769230769231,0.0,0.0,26.0,0.0,8.0,8.0,-1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,14.866666666666667,0.71,0.38,0.06,10.27,0.19,8.45,0.0,1.29,1.2,-3.38,-11.37,0.0,0.3076923076923077,0.4230769230769231,0.0,0.0,"$4,050,000"
Josh Leivo,30.0,L,CAN,74.0,86.0,51.0,4.0,12.0,16.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.133333333333333,8.25,0.37,0.87,3.0,13.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,0.3137254901960784,0.49019607843137253,0.0,0.0,7.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.166666666666666,1.22,1.61,1.12,19.73,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.0,0.0,38.0,6.0,3.0,9.0,-3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,4.98,0.76,0.55,12.52,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.23684210526315788,0.2631578947368421,0.0,0.0,32.0,3.6666666666666665,5.666666666666667,9.333333333333334,-0.6666666666666666,12.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,11.133333333333333,4.816666666666667,0.9133333333333334,0.8466666666666667,11.75,8.146666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.12639441741608923,0.3263796746768883,0.34635608629416675,0.0,0.0,"$750,000"
Justin Holl,31.0,D,USA,75.0,54.0,80.0,2.0,16.0,18.0,15.0,39.0,8.0,0.0,1.0,1.0,-7.0,11.0,17.7,2.58,0.23,-0.16,1.33,-3.37,17.35,0.15,-1.15,-1.09,-2.4,6.62,0.025,0.225,0.4875,0.0,0.125,69.0,3.0,20.0,23.0,14.0,41.0,5.0,0.0,1.0,1.0,2.0,6.0,17.966666666666665,3.57,0.59,0.01,7.17,-2.57,14.733333333333333,0.14,0.67,0.63,-0.92,-2.72,0.043478260869565216,0.3333333333333333,0.5942028985507246,0.0,0.2,55.0,2.0,18.0,20.0,16.0,25.0,7.0,0.0,1.0,1.0,5.0,4.0,18.766666666666666,1.87,0.32,-0.26,1.54,-3.85,19.3,0.11,-0.55,-0.94,-8.77,-11.6,0.03636363636363636,0.36363636363636365,0.45454545454545453,0.0,0.14285714285714285,68.0,2.3333333333333335,18.0,20.333333333333332,15.0,35.0,6.666666666666667,0.0,1.0,1.0,0.0,7.0,18.144444444444442,2.6733333333333333,0.37999999999999995,-0.1366666666666667,3.3466666666666662,-3.263333333333333,17.12777777777778,0.13333333333333333,-0.34333333333333327,-0.4666666666666666,-4.03,-2.5666666666666664,0.034947299077733855,0.30732323232323233,0.5120827843653931,0.0,0.15595238095238095,"$2,000,000"
Alexander Kerfoot,29.0,C,CAN,71.0,150.0,82.0,10.0,22.0,32.0,8.0,30.0,11.0,2.0,0.0,2.0,1.0,4.0,12.916666666666666,11.78,0.39,0.02,8.27,4.15,13.8,1.76,-0.32,-0.27,-19.89,-9.67,0.12195121951219512,0.3902439024390244,0.36585365853658536,0.18181818181818182,0.18181818181818182,82.0,13.0,38.0,51.0,19.0,20.0,7.0,1.0,1.0,2.0,1.0,4.0,13.883333333333333,10.55,0.28,-0.33,1.61,-8.25,13.333333333333334,0.9,0.65,0.74,-11.11,-9.63,0.15853658536585366,0.6219512195121951,0.24390243902439024,0.14285714285714285,0.2857142857142857,56.0,8.0,15.0,23.0,2.0,12.0,7.0,1.0,5.0,6.0,3.0,4.0,12.9,5.55,-0.08,-0.56,0.1,-4.33,14.05,1.08,-0.03,-0.2,-1.99,-3.75,0.14285714285714285,0.4107142857142857,0.21428571428571427,0.14285714285714285,0.8571428571428571,73.33333333333333,10.333333333333334,25.0,35.333333333333336,9.666666666666666,20.666666666666668,8.333333333333334,1.3333333333333333,2.0,3.3333333333333335,1.6666666666666667,4.0,13.233333333333333,9.293333333333333,0.19666666666666668,-0.29000000000000004,3.326666666666666,-2.81,13.72777777777778,1.2466666666666668,0.10000000000000002,0.08999999999999998,-10.996666666666668,-7.683333333333334,0.14111498257839722,0.4743031358885017,0.27468060394889665,0.15584415584415584,0.44155844155844154,"$3,500,000"
Pierre Engvall,27.0,L,SWE,77.0,188.0,58.0,12.0,9.0,21.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,9.64,0.81,0.5,9.76,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.3620689655172414,0.43103448275862066,0.0,0.0,78.0,15.0,20.0,35.0,13.0,30.0,7.0,0.0,3.0,3.0,0.0,14.0,12.5,11.06,0.56,0.11,12.41,4.25,14.266666666666667,0.75,-0.92,-0.9,-3.97,-2.54,0.19230769230769232,0.44871794871794873,0.38461538461538464,0.0,0.42857142857142855,42.0,7.0,5.0,12.0,2.0,16.0,6.0,0.0,1.0,1.0,-1.0,12.0,12.116666666666667,3.74,0.26,-0.18,1.23,-2.39,12.683333333333334,0.72,1.08,0.73,28.86,23.21,0.16666666666666666,0.2857142857142857,0.38095238095238093,0.0,0.16666666666666666,59.333333333333336,11.333333333333334,11.333333333333334,22.666666666666668,5.333333333333333,23.666666666666668,4.333333333333333,0.0,1.3333333333333333,1.3333333333333333,-0.3333333333333333,8.666666666666666,12.355555555555554,8.146666666666668,0.5433333333333333,0.14333333333333334,7.800000000000001,2.6366666666666667,8.983333333333334,0.49,0.053333333333333344,-0.05666666666666668,8.296666666666667,6.890000000000001,0.188623636899499,0.3655003999831586,0.39886741610879545,0.0,0.1984126984126984,"$2,250,000"
Carl Dahlstrom,28.0,D,SWE,76.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.766666666666667,0.05,0.19,-0.47,19.02,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.766666666666667,0.05,0.19,-0.47,19.02,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,"$750,000"
Michael Bunting,28.0,L,CAN,72.0,117.0,82.0,23.0,26.0,49.0,21.0,103.0,7.0,1.0,1.0,2.0,-1.0,15.0,14.566666666666666,18.23,0.55,0.1,5.07,-0.68,14.45,1.32,0.71,0.55,-4.99,2.52,0.2804878048780488,0.5975609756097561,1.2560975609756098,0.14285714285714285,0.2857142857142857,79.0,23.0,40.0,63.0,27.0,80.0,6.0,1.0,2.0,3.0,-1.0,4.0,14.916666666666666,20.61,1.3,0.43,19.14,5.68,14.233333333333333,0.74,0.79,0.49,23.65,18.8,0.2911392405063291,0.7974683544303798,1.0126582278481013,0.16666666666666666,0.5,21.0,10.0,3.0,13.0,-1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,3.68,0.01,0.08,11.16,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.6190476190476191,0.5714285714285714,0.0,0.0,60.666666666666664,18.666666666666668,23.0,41.666666666666664,15.666666666666666,65.0,4.333333333333333,0.6666666666666666,1.0,1.6666666666666667,-0.6666666666666666,6.333333333333333,14.861111111111112,14.173333333333334,0.62,0.20333333333333334,11.790000000000001,5.666666666666667,9.56111111111111,0.6866666666666666,0.5,0.3466666666666667,6.219999999999999,7.1066666666666665,0.34927250719161806,0.6713589830292516,0.946728120084094,0.10317460317460318,0.2619047619047619,"$950,000"
David Kampf,28.0,C,CZE,74.0,121.0,82.0,7.0,20.0,27.0,6.0,8.0,11.0,0.0,3.0,3.0,-1.0,4.0,13.2,10.66,-0.03,-0.39,-1.42,-5.47,12.75,1.42,-1.1,-0.97,-20.3,-8.9,0.08536585365853659,0.32926829268292684,0.0975609756097561,0.0,0.2727272727272727,82.0,11.0,15.0,26.0,12.0,20.0,7.0,2.0,0.0,2.0,3.0,6.0,13.316666666666666,8.99,0.19,-0.34,5.03,-4.51,14.15,1.43,0.28,0.52,2.2,4.94,0.13414634146341464,0.3170731707317073,0.24390243902439024,0.2857142857142857,0.2857142857142857,56.0,1.0,11.0,12.0,-3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,4.95,-0.51,0.02,-5.39,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.21428571428571427,0.35714285714285715,0.0,0.0,73.33333333333333,6.333333333333333,15.333333333333334,21.666666666666668,5.0,16.0,6.0,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,3.3333333333333335,13.105555555555554,8.2,-0.11666666666666665,-0.23666666666666666,-0.5933333333333332,-2.1,8.966666666666667,0.9499999999999998,-0.2733333333333334,-0.15,-6.033333333333334,-1.32,0.07912311265969803,0.2868757259001162,0.23286875725900114,0.09523809523809523,0.18614718614718614,"$1,500,000"
